review_group	review_pdf	review_id	analysis_id	subset	comparison	comparison_label_clean	comparison_label_canonical	comparison_arm_1	comparison_arm_2	comparison_arm_1_canonical	comparison_arm_2_canonical	comparison_removed_shared_arm_context	outcome	effect_measure	data_type	cochrane_method_detected	cochrane_model_detected	calculation_method	calculation_model	calculation_scale	k_total_rows	k_estimable_rows	k_used	k_with_pmcid_used	k_without_pmcid_used	excluded_rows	reproduced_effect	reproduced_ci_lower	reproduced_ci_upper	reported_effect	reported_ci_lower	reported_ci_upper	effect_abs_diff	ci_lower_abs_diff	ci_upper_abs_diff	ci_iou	reported_match_status	tau2	Q	df	I2	notes
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.8	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus doxycycline)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	2.8	0.12	67.66	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 160: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.9	all_studies	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus chloramphenicol)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.74	0.15	3.67	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 161: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD014960_antibiotics_leptospirosis.pdf	CD014960_antibiotics_leptospirosis	2.9	pmcid_only	Antibiotics versus another antibiotic	Antibiotics versus another antibiotic	antibiotics versus another antibiotic	Antibiotics	another antibiotic	antibiotics	another antibiotic	.	Proportion of people with adverse events considered non-serious (penicillin versus chloramphenicol)	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	1	0	0	0	0	1	.	.	.	0.74	0.15	3.67	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. No estimable study rows in this subset. Excluded non-computable rows: row 161: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.1	all_studies	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	3	2	1	0	-0.134544	-0.539305	0.270217	-0.14	-0.54	0.27	0.005456	0.000695	0.000217	0.998875	ci_iou_full	0	1.117721	2	0	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.1	pmcid_only	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	2	2	0	0	-0.026673	-0.47985	0.426504	-0.14	-0.54	0.27	0.113327	0.06015	0.156504	0.775837	ci_iou_high	0	0.041565	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.2	all_studies	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (ITT, endpoint; with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	5	5	5	2	3	0	0.083034	-0.347253	0.513321	0.08	-0.35	0.51	0.003034	0.002747	0.003321	0.992972	ci_iou_full	0.108338	7.787256	4	48.634027	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.2	pmcid_only	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (ITT, endpoint; with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	5	5	2	2	0	0	-0.026673	-0.47985	0.426504	0.08	-0.35	0.51	0.106673	0.12985	0.083496	0.784466	ci_iou_high	0	0.041565	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.3	all_studies	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	6	2	4	0	-0.439946	-0.977092	0.097201	-0.44	-0.98	0.1	0.000054	0.002908	0.002799	0.994716	ci_iou_full	0.275784	15.78835	5	68.331079	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.3	pmcid_only	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	2	2	0	0	-0.308231	-0.778206	0.161745	-0.44	-0.98	0.1	0.131769	0.201794	0.061745	0.769179	ci_iou_high	0.005616	1.045134	1	4.31847	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.4	all_studies	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (per-protocol, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	3	1	2	0	-0.259705	-0.688758	0.169348	-0.26	-0.69	0.17	0.000295	0.001242	0.000652	0.997798	ci_iou_full	0	1.43949	2	0	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	1.4	pmcid_only	PTSD symptom severity (immediately after treatment) - as measured by validated scale	PTSD symptom severity (immediately after treatment) - as measured by validated scale	ptsd symptom severity immediately after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: immediately after treatment, SMD (per-protocol, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	1	1	0	0	-0.03	-0.6	0.54	-0.26	-0.69	0.17	0.23	0.09	0.37	0.626016	ci_iou_moderate	0	0	0	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	2.1	all_studies	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	ptsd symptom severity change from baseline to immediately after treatment subgroup analyses	.	.	.	.	.	Stimulation frequency: low versus high frequency	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	6	2	4	0	-0.749253	-1.507911	0.009405	-0.43	-0.94	0.08	0.319253	0.567911	0.070595	0.597895	ci_iou_moderate	0.655981	23.790761	5	78.983438	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	2.1	pmcid_only	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	ptsd symptom severity change from baseline to immediately after treatment subgroup analyses	.	.	.	.	.	Stimulation frequency: low versus high frequency	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	2	2	0	0	-0.177492	-1.287043	0.932059	-0.43	-0.94	0.08	0.252508	0.347043	0.852059	0.459645	ci_iou_low	0.47906	3.332446	1	69.992011	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	2.2	all_studies	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	ptsd symptom severity change from baseline to immediately after treatment subgroup analyses	.	.	.	.	.	Combination treatment status: rTMS alone versus rTMS paired with exposure/psychotherapy	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	6	2	4	0	-0.618865	-1.014666	-0.223064	-0.44	-0.98	0.1	0.178865	0.034666	0.323064	0.679069	ci_iou_moderate	0.05592	6.489377	5	22.950996	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	2.2	pmcid_only	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	PTSD symptom severity (change from baseline to immediately after treatment): subgroup analyses	ptsd symptom severity change from baseline to immediately after treatment subgroup analyses	.	.	.	.	.	Combination treatment status: rTMS alone versus rTMS paired with exposure/psychotherapy	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	6	6	2	2	0	0	-0.308231	-0.778206	0.161745	-0.44	-0.98	0.1	0.131769	0.201794	0.061745	0.769179	ci_iou_high	0.005616	1.045134	1	4.31847	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	3.1	all_studies	.	.	.	.	.	.	.	.	.	.	unclear	.	.	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 191: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	3.1	pmcid_only	.	.	.	.	.	.	.	.	.	.	unclear	.	.	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 191: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	4.1	all_studies	PTSD symptom severity (4 to 12 weeks after treatment) - as measured by validated scale	PTSD symptom severity (4 to 12 weeks after treatment) - as measured by validated scale	ptsd symptom severity 4 to 12 weeks after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: change from baseline to 4 to 12 weeks after treatment (ITT)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	1	1	0	1	0	5.83	0.49	11.17	5.83	0.49	11.17	0	0	0	1	ci_iou_full	0	0	0	0	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	4.1	pmcid_only	PTSD symptom severity (4 to 12 weeks after treatment) - as measured by validated scale	PTSD symptom severity (4 to 12 weeks after treatment) - as measured by validated scale	ptsd symptom severity 4 to 12 weeks after treatment as measured by validated scale	.	.	.	.	.	PTSD symptom severity: change from baseline to 4 to 12 weeks after treatment (ITT)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	1	0	0	0	0	.	.	.	5.83	0.49	11.17	.	.	.	.	not_reproducible	.	.	.	.	PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	5.1	all_studies	.	.	.	.	.	.	.	.	.	odds ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 193: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	5.1	pmcid_only	.	.	.	.	.	.	.	.	.	odds ratio	dichotomous	.	.	CI-derived inverse-variance	random	log	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 193: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.1	all_studies	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	3	2	1	0	-0.273015	-0.678665	0.132635	-0.27	-0.68	0.13	0.003015	0.001335	0.002635	0.995115	ci_iou_full	0	0.431997	2	0	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.1	pmcid_only	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	3	3	2	2	0	0	-0.222087	-0.677164	0.23299	-0.27	-0.68	0.13	0.047913	0.002836	0.10299	0.884089	ci_iou_high	0	0.197791	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.2	all_studies	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: immediately after treatment, SMD (ITT, endpoint, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	4	2	2	0	-0.041022	-0.394662	0.312618	-0.04	-0.4	0.32	0.001022	0.005338	0.007382	0.982334	ci_iou_high	0.040853	4.330292	3	30.720604	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.2	pmcid_only	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: immediately after treatment, SMD (ITT, endpoint, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	2	2	0	0	-0.222087	-0.677164	0.23299	-0.04	-0.4	0.32	0.182087	0.277164	0.08701	0.63479	ci_iou_moderate	0	0.197791	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.3	all_studies	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	4	2	2	0	-0.440511	-1.051207	0.170184	-0.44	-1.05	0.17	0.000511	0.001207	0.000184	0.998861	ci_iou_full	0.272992	11.524339	3	73.968139	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	6.3	pmcid_only	Depression severity (immediately after treatment) - as measured by validated scale	Depression severity (immediately after treatment) - as measured by validated scale	depression severity immediately after treatment as measured by validated scale	.	.	.	.	.	Depression severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	4	4	2	2	0	0	-0.595279	-1.058682	-0.131876	-0.44	-1.05	0.17	0.155279	0.008682	0.301876	0.747243	ci_iou_moderate	0	0.208362	1	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	7.1	all_studies	Anxiety severity (immediately after treatment) - as measured by validated scale	Anxiety severity (immediately after treatment) - as measured by validated scale	anxiety severity immediately after treatment as measured by validated scale	.	.	.	.	.	Anxiety severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	2	1	1	0	-0.34373	-0.93455	0.247089	-0.34	-0.93	0.25	0.00373	0.00455	0.002911	0.993702	ci_iou_full	0	0.097925	1	0	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	7.1	pmcid_only	Anxiety severity (immediately after treatment) - as measured by validated scale	Anxiety severity (immediately after treatment) - as measured by validated scale	anxiety severity immediately after treatment as measured by validated scale	.	.	.	.	.	Anxiety severity: immediately after treatment, SMD (ITT, endpoint)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	1	1	0	0	-0.26	-1.05	0.53	-0.34	-0.93	0.25	0.08	0.12	0.28	0.746835	ci_iou_moderate	0	0	0	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	7.2	all_studies	Anxiety severity (immediately after treatment) - as measured by validated scale	Anxiety severity (immediately after treatment) - as measured by validated scale	anxiety severity immediately after treatment as measured by validated scale	.	.	.	.	.	Anxiety severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	2	1	1	0	-0.507561	-1.306844	0.291722	-0.51	-1.31	0.3	0.002439	0.003156	0.008278	0.992899	ci_iou_full	0.140992	1.722262	1	41.93683	.
first_pass	Cochrane_reviews/first_pass/CD015040_rtms_ptsd.pdf	CD015040_rtms_ptsd	7.2	pmcid_only	Anxiety severity (immediately after treatment) - as measured by validated scale	Anxiety severity (immediately after treatment) - as measured by validated scale	anxiety severity immediately after treatment as measured by validated scale	.	.	.	.	.	Anxiety severity: change from baseline to immediately after treatment, SMD (ITT, with data imputation)	Std. Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	2	2	1	1	0	0	-0.14	-0.925	0.645	-0.51	-1.31	0.3	0.37	0.385	0.345	0.626598	ci_iou_moderate	0	0	0	0	PMCID-only subset excludes rows without a matched PMCID.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.1	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Contact lens discomfort	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 209: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.1	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Contact lens discomfort	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 209: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.2	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Corneal fluorescein staining	Mean Difference	continuous	.	.	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 210: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.2	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Corneal fluorescein staining	Mean Difference	continuous	.	.	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No model detected; defaulted to random inverse-variance pooling. No estimable study rows in this subset. Excluded non-computable rows: row 210: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.3	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Conjunctival redness	Mean Difference	continuous	IV	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 211: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.3	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Conjunctival redness	Mean Difference	continuous	IV	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 211: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.4	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Participant discontinuation	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	2	0	2	0	1.38683	0.177623	10.827957	1.42	0.19	10.94	0.03317	0.012377	0.112043	0.988439	ci_iou_high	0	0.115944	1	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.4	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Participant discontinuation	Risk Ratio	dichotomous	M-H	Fixed	CI-derived inverse-variance	fixed	log	2	2	0	0	0	0	.	.	.	1.42	0.19	10.94	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.5	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Comfortable lens wear time (hours)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	1	1	0	1	0	1.28	-1.45	4.01	2.41	0.84	3.97	1.13	2.29	0.04	0.57326	ci_iou_moderate	0	0	0	0	.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.5	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Comfortable lens wear time (hours)	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	1	0	0	0	0	.	.	.	2.41	0.84	3.97	.	.	.	.	not_reproducible	.	.	.	.	PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.6	all_studies	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Other dry eye symptoms	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 215: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	1.6	pmcid_only	Lubricants versus no treatment	Lubricants versus no treatment	lubricants versus no intervention	Lubricants	no treatment	lubricants	no intervention	.	Other dry eye symptoms	Mean Difference	continuous	IV	Random	CI-derived inverse-variance	random	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 215: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	2.1	all_studies	Lubricants versus saline	Lubricants versus saline	lubricants versus saline	Lubricants	saline	lubricants	saline	.	Contact lens discomfort	Mean Difference	continuous	IV	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 216: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	2.1	pmcid_only	Lubricants versus saline	Lubricants versus saline	lubricants versus saline	Lubricants	saline	lubricants	saline	.	Contact lens discomfort	Mean Difference	continuous	IV	Fixed	CI-derived inverse-variance	fixed	linear	1	0	0	0	0	1	.	.	.	.	.	.	.	.	.	.	not_reproducible	.	.	.	.	No estimable study rows in this subset. Excluded non-computable rows: row 216: missing effect/CI
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	2.2	all_studies	Lubricants versus saline	Lubricants versus saline	lubricants versus saline	Lubricants	saline	lubricants	saline	.	Participant discontinuation	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	3	0	3	0	1.556268	0.472802	5.122587	1.56	0.47	5.12	0.003732	0.002802	0.002587	0.998842	ci_iou_full	0	0.170435	2	0	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights.
first_pass	Cochrane_reviews/first_pass/CD015751_lubricating_drops_lens.pdf	CD015751_lubricating_drops_lens	2.2	pmcid_only	Lubricants versus saline	Lubricants versus saline	lubricants versus saline	Lubricants	saline	lubricants	saline	.	Participant discontinuation	Risk Ratio	dichotomous	M-H	Random	CI-derived inverse-variance	random	log	3	3	0	0	0	0	.	.	.	1.56	0.47	5.12	.	.	.	.	not_reproducible	.	.	.	.	Cochrane method detected as M-H; reproduction uses CI-derived inverse-variance weights. PMCID-only subset excludes rows without a matched PMCID. No estimable study rows in this subset.
